fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type_white,quality
0.30188679245283023,0.04838709677419356,0.564516129032258,0.03164556962025317,0.03125000000000003,0.33333333333333337,0.2828282828282828,0.27926078028746953,0.6166666666666666,0.27450980392156865,0.5000000000000002,1.0,0.0
0.6603773584905663,0.27419354838709675,0.8870967741935483,0.0632911392405063,0.8958333333333333,0.33333333333333337,0.33333333333333326,0.7823408624229963,0.5499999999999998,0.411764705882353,0.2105263157894735,0.0,1.0
0.32075471698113206,0.46774193548387094,0.6451612903225806,0.28481012658227844,0.4687500000000001,0.380952380952381,0.5555555555555556,0.8028747433264849,0.8166666666666669,0.7843137254901961,0.4210526315789474,0.0,1.0
0.49056603773584917,0.22580645161290325,0.45161290322580644,0.46835443037974683,0.052083333333333315,0.4761904761904763,0.48484848484848486,0.25051334702258776,0.0,0.196078431372549,0.8947368421052635,1.0,0.6666666666666666
0.3584905660377359,0.1935483870967742,0.46774193548387094,0.037974683544303806,0.15625000000000003,0.5396825396825398,0.7777777777777777,0.2381930184804924,0.4333333333333333,0.37254901960784315,0.6578947368421055,1.0,0.6666666666666666
0.0754716981132075,0.3225806451612903,0.3064516129032258,0.3924050632911392,0.16666666666666669,0.6825396825396826,0.6414141414141414,0.5061601642710477,0.3833333333333336,0.3333333333333333,0.23684210526315808,1.0,1.0
0.41509433962264153,0.27419354838709675,0.4354838709677419,0.60126582278481,0.15625000000000003,0.25396825396825395,0.6363636363636364,0.7310061601642748,0.18333333333333324,0.05882352941176466,0.13157894736842113,1.0,1.0
0.15094339622641514,0.12903225806451613,0.4193548387096775,0.07594936708860758,0.15625000000000003,0.3015873015873016,0.5353535353535354,0.22792607802874815,0.4333333333333333,0.31372549019607837,0.4210526315789474,1.0,0.6666666666666666
0.7547169811320757,0.4354838709677419,0.7419354838709677,0.22784810126582278,0.48958333333333326,0.07936507936507936,0.005050505050504972,0.8028747433264849,0.6833333333333333,0.9215686274509804,0.868421052631579,0.0,0.0
0.15094339622641514,0.46774193548387094,0.7580645161290323,0.34177215189873417,0.20833333333333331,0.11111111111111116,0.48484848484848486,0.7002053388090306,0.5666666666666669,0.4901960784313725,0.02631578947368418,1.0,0.3333333333333333
0.6226415094339622,0.27419354838709675,0.7096774193548387,0.0253164556962025,0.35416666666666663,0.09523809523809523,0.03030303030303022,0.7310061601642748,0.7166666666666668,0.8627450980392157,0.3157894736842105,0.0,0.6666666666666666
0.2641509433962264,0.8064516129032258,0.016129032258064613,0.0822784810126582,0.5208333333333333,0.14285714285714285,0.06060606060606066,0.6129363449691928,0.7166666666666668,0.5098039215686274,0.39473684210526333,0.0,0.6666666666666666
0.4339622641509435,0.4838709677419355,0.3548387096774194,0.6455696202531644,0.0625,0.5714285714285715,0.7474747474747475,0.546201232032855,0.3166666666666668,0.2156862745098039,0.6315789473684214,1.0,0.0
0.16981132075471697,0.33870967741935476,0.45161290322580644,0.2974683544303797,0.10416666666666671,0.047619047619047616,0.3939393939393939,0.3305954825462023,0.5666666666666669,0.17647058823529405,0.5526315789473686,1.0,0.0
0.20754716981132076,0.46774193548387094,0.4193548387096775,0.6962025316455696,0.3229166666666667,0.28571428571428575,0.7828282828282828,0.9363449691991832,0.6333333333333336,0.4509803921568628,0.105263157894737,1.0,1.0
0.6603773584905663,0.3225806451612903,0.4838709677419355,0.01898734177215189,0.16666666666666669,0.11111111111111116,0.8535353535353535,0.5975359342915764,0.3999999999999999,0.3333333333333333,0.15789473684210523,1.0,1.0
0.3962264150943397,0.08064516129032256,0.7580645161290323,0.05063291139240503,0.3125,0.22222222222222224,0.45959595959595956,0.5256673511293665,0.666666666666667,0.23529411764705882,0.26315789473684226,1.0,1.0
0.32075471698113206,0.2419354838709677,0.4193548387096775,0.5253164556962026,0.23958333333333334,0.7142857142857144,0.6161616161616161,0.5564681724845992,0.33333333333333315,0.3333333333333333,0.3684210526315792,1.0,0.6666666666666666
0.18867924528301896,0.14516129032258066,0.532258064516129,0.5886075949367088,0.17708333333333337,0.7777777777777779,0.611111111111111,0.7412731006160191,0.5,0.2941176470588235,0.07894736842105238,1.0,1.0
0.32075471698113206,0.3548387096774193,0.870967741935484,0.01898734177215189,0.21875,0.3174603174603175,0.41919191919191917,0.2895277207392138,0.5166666666666672,0.019607843137254888,0.4210526315789474,1.0,0.6666666666666666
0.2264150943396226,0.12903225806451613,0.564516129032258,0.037974683544303806,0.15625000000000003,0.4126984126984128,0.41414141414141414,0.06262833675564694,0.36666666666666653,0.6666666666666667,0.8157894736842106,1.0,1.0
0.5283018867924528,0.14516129032258066,0.564516129032258,0.01898734177215189,0.17708333333333337,0.5396825396825398,0.4949494949494949,0.3408624229979466,0.10000000000000014,0.07843137254901955,0.2894736842105263,1.0,1.0
0.41509433962264153,0.20967741935483872,0.4354838709677419,0.09493670886075947,0.35416666666666663,0.507936507936508,0.48484848484848486,0.3901437371663283,0.2666666666666664,0.0980392156862745,0.23684210526315808,1.0,1.0
0.32075471698113206,0.3064516129032258,1.0,0.7721518987341771,0.3229166666666667,0.11111111111111116,0.4343434343434343,0.7926078028747405,0.19999999999999962,0.13725490196078433,0.07894736842105238,1.0,1.0
0.41509433962264153,0.08064516129032256,0.564516129032258,0.7658227848101264,0.08333333333333334,0.7460317460317462,0.6666666666666666,0.7987679671457939,0.41666666666666696,0.9215686274509804,0.39473684210526333,1.0,0.6666666666666666
0.16981132075471697,0.4354838709677419,0.45161290322580644,0.13924050632911392,0.052083333333333315,0.6984126984126985,0.7323232323232323,0.3305954825462023,1.0,0.9215686274509804,0.7368421052631579,1.0,0.0
0.3584905660377359,0.7258064516129032,0.38709677419354843,0.3924050632911392,0.4687500000000001,0.4761904761904763,0.5151515151515151,0.8850102669404505,0.7333333333333338,0.3333333333333333,0.13157894736842113,0.0,1.0
0.2264150943396226,0.6451612903225807,0.3064516129032258,0.9683544303797469,0.3125,0.5714285714285715,0.8232323232323232,0.9363449691991832,0.7000000000000004,0.43137254901960786,0.39473684210526333,1.0,0.6666666666666666
0.13207547169811312,0.25806451612903225,0.45161290322580644,0.06962025316455694,0.0625,0.7142857142857144,0.7272727272727273,0.002053388090351216,0.7666666666666672,0.2156862745098039,1.0,1.0,0.0
0.3584905660377359,0.17741935483870963,0.5483870967741935,0.06962025316455694,0.09375000000000003,0.39682539682539686,0.7979797979797979,0.14065708418891038,0.5333333333333334,0.15686274509803924,0.7894736842105265,1.0,0.0
0.5471698113207549,0.7419354838709676,0.3709677419354839,0.07594936708860758,0.96875,0.06349206349206349,0.09595959595959591,0.6858316221765954,0.36666666666666653,0.411764705882353,0.23684210526315808,0.0,1.0
0.2264150943396226,0.06451612903225806,0.4193548387096775,0.04430379746835442,0.16666666666666669,0.7619047619047621,0.7171717171717171,0.2659137577002042,0.33333333333333315,0.2549019607843137,0.3421052631578946,1.0,0.6666666666666666
0.4716981132075473,0.25806451612903225,0.40322580645161293,0.47468354430379744,0.11458333333333331,0.23809523809523814,0.46969696969696967,0.4537987679671451,0.04999999999999971,0.27450980392156865,0.7368421052631579,1.0,0.6666666666666666
0.2641509433962264,0.06451612903225806,0.532258064516129,0.27848101265822783,0.3020833333333333,0.7619047619047621,0.6262626262626262,0.3480492813141699,0.28333333333333344,0.43137254901960786,0.5526315789473686,1.0,0.0
0.3773584905660379,0.870967741935484,0.22580645161290325,0.05063291139240503,0.5520833333333334,0.11111111111111116,0.101010101010101,0.8439425051334734,0.9500000000000004,0.7450980392156862,0.26315789473684226,0.0,0.6666666666666666
